"","Date","cuts","Day","Weekend","Workday","Location","CounterID","Holiday","Likely.abnormal","OPM.Closure","Other.events","Total","PedIN","PedOUT","BikeIN","BikeOUT","PedTOTAL","BikeTOTAL","TotalOUT","TotalIN"
"2158",2011-11-21,"[0.292,0.417)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2159",2012-11-19,"[0.292,0.417)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",162,NA,NA,NA,NA,NA,NA,60,102
"2160",2012-12-24,"[0.292,0.417)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",88,NA,NA,NA,NA,NA,NA,57,31
"2161",2012-12-31,"[0.292,0.417)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",79,NA,NA,NA,NA,NA,NA,48,31
"2162",2013-11-25,"[0.292,0.417)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",133,NA,NA,NA,NA,NA,NA,53,80
"2163",2013-12-23,"[0.292,0.417)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",70,NA,NA,NA,NA,NA,NA,44,26
"2164",2013-12-30,"[0.292,0.417)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",118,NA,NA,NA,NA,NA,NA,57,61
"2165",2011-11-21,"[0.417,0.667)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166",2012-11-19,"[0.417,0.667)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",181,NA,NA,NA,NA,NA,NA,96,85
"2167",2012-12-24,"[0.417,0.667)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",184,NA,NA,NA,NA,NA,NA,80,104
"2168",2012-12-31,"[0.417,0.667)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",296,NA,NA,NA,NA,NA,NA,114,182
"2169",2013-11-25,"[0.417,0.667)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",208,NA,NA,NA,NA,NA,NA,111,97
"2170",2013-12-23,"[0.417,0.667)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",91,NA,NA,NA,NA,NA,NA,33,58
"2171",2013-12-30,"[0.417,0.667)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",256,NA,NA,NA,NA,NA,NA,107,149
"2172",2011-11-21,"[0.667,0.792)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",144,NA,NA,NA,NA,NA,NA,55,89
"2173",2012-11-19,"[0.667,0.792)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",207,NA,NA,NA,NA,NA,NA,104,103
"2174",2012-12-24,"[0.667,0.792)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",15,NA,NA,NA,NA,NA,NA,2,13
"2175",2012-12-31,"[0.667,0.792)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",88,NA,NA,NA,NA,NA,NA,44,44
"2176",2013-11-25,"[0.667,0.792)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",148,NA,NA,NA,NA,NA,NA,83,65
"2177",2013-12-23,"[0.667,0.792)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",56,NA,NA,NA,NA,NA,NA,26,30
"2178",2013-12-30,"[0.667,0.792)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",110,NA,NA,NA,NA,NA,NA,53,57
"2179",2011-11-21,"[0.792,1)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",170,NA,NA,NA,NA,NA,NA,74,96
"2180",2012-11-19,"[0.792,1)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",43,NA,NA,NA,NA,NA,NA,24,19
"2181",2012-12-24,"[0.792,1)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",15,NA,NA,NA,NA,NA,NA,7,8
"2182",2012-12-31,"[0.792,1)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",12,NA,NA,NA,NA,NA,NA,4,8
"2183",2013-11-25,"[0.792,1)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",39,NA,NA,NA,NA,NA,NA,20,19
"2184",2013-12-23,"[0.792,1)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",18,NA,NA,NA,NA,NA,NA,8,10
"2185",2013-12-30,"[0.792,1)","Monday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",47,NA,NA,NA,NA,NA,NA,20,27
"2186",2011-12-29,"[0,0.292)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",112,NA,NA,NA,NA,NA,NA,26,86
"2187",2012-12-27,"[0,0.292)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",42,NA,NA,NA,NA,NA,NA,26,16
"2188",2013-12-26,"[0,0.292)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",28,NA,NA,NA,NA,NA,NA,20,8
"2189",2011-12-29,"[0.292,0.417)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",97,NA,NA,NA,NA,NA,NA,49,48
"2190",2012-12-27,"[0.292,0.417)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",92,NA,NA,NA,NA,NA,NA,45,47
"2191",2013-12-26,"[0.292,0.417)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",86,NA,NA,NA,NA,NA,NA,42,44
"2192",2011-12-29,"[0.417,0.667)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",177,NA,NA,NA,NA,NA,NA,77,100
"2193",2012-12-27,"[0.417,0.667)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",126,NA,NA,NA,NA,NA,NA,42,84
"2194",2013-12-26,"[0.417,0.667)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",215,NA,NA,NA,NA,NA,NA,94,121
"2195",2011-12-29,"[0.667,0.792)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",114,NA,NA,NA,NA,NA,NA,57,57
"2196",2012-12-27,"[0.667,0.792)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",71,NA,NA,NA,NA,NA,NA,30,41
"2197",2013-12-26,"[0.667,0.792)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",93,NA,NA,NA,NA,NA,NA,42,51
"2198",2011-12-29,"[0.792,1)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",81,NA,NA,NA,NA,NA,NA,45,36
"2199",2012-12-27,"[0.792,1)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",25,NA,NA,NA,NA,NA,NA,12,13
"2200",2013-12-26,"[0.792,1)","Thursday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",24,NA,NA,NA,NA,NA,NA,16,8
"2201",2011-11-22,"[0,0.292)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",238,NA,NA,NA,NA,NA,NA,81,157
"2202",2011-12-27,"[0,0.292)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",102,NA,NA,NA,NA,NA,NA,29,73
"2203",2012-11-20,"[0,0.292)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",92,NA,NA,NA,NA,NA,NA,38,54
"2204",2013-12-24,"[0,0.292)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",36,NA,NA,NA,NA,NA,NA,14,22
"2205",2013-12-31,"[0,0.292)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",37,NA,NA,NA,NA,NA,NA,13,24
"2206",2011-11-22,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",96,NA,NA,NA,NA,NA,NA,40,56
"2207",2011-12-27,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",97,NA,NA,NA,NA,NA,NA,56,41
"2208",2012-11-20,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",179,NA,NA,NA,NA,NA,NA,70,109
"2209",2013-12-24,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",112,NA,NA,NA,NA,NA,NA,59,53
"2210",2013-12-31,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",127,NA,NA,NA,NA,NA,NA,54,73
"2211",2011-11-22,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",76,NA,NA,NA,NA,NA,NA,34,42
"2212",2011-12-27,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",91,NA,NA,NA,NA,NA,NA,34,57
"2213",2012-11-20,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",205,NA,NA,NA,NA,NA,NA,93,112
"2214",2013-12-24,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",242,NA,NA,NA,NA,NA,NA,103,139
"2215",2013-12-31,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",298,NA,NA,NA,NA,NA,NA,125,173
"2216",2011-11-22,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",55,NA,NA,NA,NA,NA,NA,32,23
"2217",2011-12-27,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",25,NA,NA,NA,NA,NA,NA,11,14
"2218",2012-11-20,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",225,NA,NA,NA,NA,NA,NA,127,98
"2219",2013-12-24,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",66,NA,NA,NA,NA,NA,NA,34,32
"2220",2013-12-31,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",110,NA,NA,NA,NA,NA,NA,39,71
"2221",2011-11-22,"[0.792,1)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",47,NA,NA,NA,NA,NA,NA,21,26
"2222",2011-12-27,"[0.792,1)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",28,NA,NA,NA,NA,NA,NA,13,15
"2223",2012-11-20,"[0.792,1)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",67,NA,NA,NA,NA,NA,NA,40,27
"2224",2013-12-24,"[0.792,1)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",15,NA,NA,NA,NA,NA,NA,5,10
"2225",2013-12-31,"[0.792,1)","Tuesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",22,NA,NA,NA,NA,NA,NA,10,12
"2226",2011-11-23,"[0,0.292)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",101,NA,NA,NA,NA,NA,NA,23,78
"2227",2011-12-28,"[0,0.292)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",106,NA,NA,NA,NA,NA,NA,33,73
"2228",2012-11-21,"[0,0.292)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",85,NA,NA,NA,NA,NA,NA,39,46
"2229",2012-12-26,"[0,0.292)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",19,NA,NA,NA,NA,NA,NA,14,5
"2230",2013-11-27,"[0,0.292)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",23,NA,NA,NA,NA,NA,NA,16,7
"2231",2011-11-23,"[0.292,0.417)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",109,NA,NA,NA,NA,NA,NA,47,62
"2232",2011-12-28,"[0.292,0.417)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",103,NA,NA,NA,NA,NA,NA,56,47
"2233",2012-11-21,"[0.292,0.417)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",154,NA,NA,NA,NA,NA,NA,77,77
"2234",2012-12-26,"[0.292,0.417)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",30,NA,NA,NA,NA,NA,NA,15,15
"2235",2013-11-27,"[0.292,0.417)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",67,NA,NA,NA,NA,NA,NA,34,33
"2236",2011-11-23,"[0.417,0.667)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",145,NA,NA,NA,NA,NA,NA,58,87
"2237",2011-12-28,"[0.417,0.667)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",198,NA,NA,NA,NA,NA,NA,93,105
"2238",2012-11-21,"[0.417,0.667)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",678,NA,NA,NA,NA,NA,NA,502,176
"2239",2012-12-26,"[0.417,0.667)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",29,NA,NA,NA,NA,NA,NA,17,12
"2240",2013-11-27,"[0.417,0.667)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",83,NA,NA,NA,NA,NA,NA,28,55
"2241",2011-11-23,"[0.667,0.792)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",121,NA,NA,NA,NA,NA,NA,53,68
"2242",2011-12-28,"[0.667,0.792)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",121,NA,NA,NA,NA,NA,NA,46,75
"2243",2012-11-21,"[0.667,0.792)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",186,NA,NA,NA,NA,NA,NA,90,96
"2244",2012-12-26,"[0.667,0.792)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",13,NA,NA,NA,NA,NA,NA,7,6
"2245",2013-11-27,"[0.667,0.792)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",31,NA,NA,NA,NA,NA,NA,14,17
"2246",2011-11-23,"[0.792,1)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",30,NA,NA,NA,NA,NA,NA,17,13
"2247",2011-12-28,"[0.792,1)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",30,NA,NA,NA,NA,NA,NA,13,17
"2248",2012-11-21,"[0.792,1)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",33,NA,NA,NA,NA,NA,NA,13,20
"2249",2012-12-26,"[0.792,1)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",7,NA,NA,NA,NA,NA,NA,2,5
"2250",2013-11-27,"[0.792,1)","Wednesday",FALSE,TRUE,"Four_Mile_Run",2,FALSE,TRUE,"","",14,NA,NA,NA,NA,NA,NA,6,8
"2251",2010-12-25,"[0,0.292)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",1,1,0,0,0,1,0,0,1
"2252",2011-01-01,"[0,0.292)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",10,5,5,0,0,10,0,5,5
"2253",2011-11-19,"[0,0.292)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",7,2,2,0,3,4,3,5,2
"2254",2011-11-26,"[0,0.292)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",6,2,2,0,2,4,2,4,2
"2255",2011-12-24,"[0,0.292)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",7,0,1,0,6,1,6,7,0
"2256",2011-12-31,"[0,0.292)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",1,0,0,0,1,0,1,1,0
"2257",2012-11-17,"[0,0.292)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",13,1,3,7,2,4,9,5,8
"2258",2012-11-24,"[0,0.292)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",11,4,3,4,0,7,4,3,8
"2259",2012-12-22,"[0,0.292)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",4,3,1,0,0,4,0,1,3
"2260",2012-12-29,"[0,0.292)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",5,2,2,0,1,4,1,3,2
"2261",2010-12-25,"[0.292,0.417)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",26,17,8,1,0,25,1,8,18
"2262",2011-01-01,"[0.292,0.417)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",75,42,16,8,9,58,17,25,50
"2263",2011-11-19,"[0.292,0.417)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",69,34,25,4,6,59,10,31,38
"2264",2011-11-26,"[0.292,0.417)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",73,34,29,4,6,63,10,35,38
"2265",2011-12-24,"[0.292,0.417)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",60,25,23,5,7,48,12,30,30
"2266",2011-12-31,"[0.292,0.417)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",52,23,19,5,5,42,10,24,28
"2267",2012-11-17,"[0.292,0.417)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",167,57,54,27,29,111,56,83,84
"2268",2012-11-24,"[0.292,0.417)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",101,39,33,15,14,72,29,47,54
"2269",2012-12-22,"[0.292,0.417)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",61,31,18,4,8,49,12,26,35
"2270",2012-12-29,"[0.292,0.417)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",46,19,22,3,2,41,5,24,22
"2271",2010-12-25,"[0.417,0.667)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",135,74,38,16,7,112,23,45,90
"2272",2011-01-01,"[0.417,0.667)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",565,132,77,193,163,209,356,240,325
"2273",2011-11-19,"[0.417,0.667)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",556,133,143,150,130,276,280,273,283
"2274",2011-11-26,"[0.417,0.667)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",858,170,175,288,225,345,513,400,458
"2275",2011-12-24,"[0.417,0.667)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",406,174,101,80,51,275,131,152,254
"2276",2011-12-31,"[0.417,0.667)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",830,204,197,250,179,401,429,376,454
"2277",2012-11-17,"[0.417,0.667)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",639,86,67,269,217,153,486,284,355
"2278",2012-11-24,"[0.417,0.667)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",244,77,37,91,39,114,130,76,168
"2279",2012-12-22,"[0.417,0.667)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",150,52,24,49,25,76,74,49,101
"2280",2012-12-29,"[0.417,0.667)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",116,55,42,14,5,97,19,47,69
"2281",2010-12-25,"[0.667,0.792)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",50,29,16,4,1,45,5,17,33
"2282",2011-01-01,"[0.667,0.792)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",139,54,26,32,27,80,59,53,86
"2283",2011-11-19,"[0.667,0.792)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",269,58,51,90,70,109,160,121,148
"2284",2011-11-26,"[0.667,0.792)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",360,76,81,101,102,157,203,183,177
"2285",2011-12-24,"[0.667,0.792)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",138,46,34,25,33,80,58,67,71
"2286",2011-12-31,"[0.667,0.792)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",289,69,65,92,63,134,155,128,161
"2287",2012-11-17,"[0.667,0.792)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",155,20,13,71,51,33,122,64,91
"2288",2012-11-24,"[0.667,0.792)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",41,17,6,13,5,23,18,11,30
"2289",2012-12-22,"[0.667,0.792)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",25,6,2,10,7,8,17,9,16
"2290",2012-12-29,"[0.667,0.792)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",54,21,17,11,5,38,16,22,32
"2291",2010-12-25,"[0.792,1)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",6,4,2,0,0,6,0,2,4
"2292",2011-01-01,"[0.792,1)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",5,3,2,0,0,5,0,2,3
"2293",2011-11-19,"[0.792,1)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",16,8,7,0,1,15,1,8,8
"2294",2011-11-26,"[0.792,1)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",19,3,6,3,7,9,10,13,6
"2295",2011-12-24,"[0.792,1)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",15,6,5,3,1,11,4,6,9
"2296",2011-12-31,"[0.792,1)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",8,3,0,1,4,3,5,4,4
"2297",2012-11-17,"[0.792,1)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",5,0,1,2,2,1,4,3,2
"2298",2012-11-24,"[0.792,1)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",3,2,0,0,1,2,1,1,2
"2299",2012-12-22,"[0.792,1)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",5,1,0,3,1,1,4,1,4
"2300",2012-12-29,"[0.792,1)","Saturday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",11,2,3,3,3,5,6,6,5
"2301",2010-12-26,"[0,0.292)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",4,2,1,1,0,3,1,1,3
"2302",2011-01-02,"[0,0.292)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",5,3,2,0,0,5,0,2,3
"2303",2011-11-20,"[0,0.292)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",4,2,0,0,2,2,2,2,2
"2304",2011-11-27,"[0,0.292)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",2,1,0,1,0,1,1,0,2
"2305",2011-12-25,"[0,0.292)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",3,0,2,1,0,2,1,2,1
"2306",2012-01-01,"[0,0.292)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",2,0,1,0,1,1,1,2,0
"2307",2012-11-18,"[0,0.292)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",5,2,3,0,0,5,0,3,2
"2308",2012-11-25,"[0,0.292)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",4,1,2,1,0,3,1,2,2
"2309",2012-12-23,"[0,0.292)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",5,2,2,1,0,4,1,2,3
"2310",2012-12-30,"[0,0.292)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",1,0,1,0,0,1,0,1,0
"2311",2010-12-26,"[0.292,0.417)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",44,27,11,1,5,38,6,16,28
"2312",2011-01-02,"[0.292,0.417)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",92,48,28,7,9,76,16,37,55
"2313",2011-11-20,"[0.292,0.417)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",83,28,36,10,9,64,19,45,38
"2314",2011-11-27,"[0.292,0.417)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",96,38,35,15,8,73,23,43,53
"2315",2011-12-25,"[0.292,0.417)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",20,12,7,0,1,19,1,8,12
"2316",2012-01-01,"[0.292,0.417)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",79,29,29,8,13,58,21,42,37
"2317",2012-11-18,"[0.292,0.417)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",145,48,46,26,25,94,51,71,74
"2318",2012-11-25,"[0.292,0.417)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",126,50,39,21,16,89,37,55,71
"2319",2012-12-23,"[0.292,0.417)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",122,52,45,12,13,97,25,58,64
"2320",2012-12-30,"[0.292,0.417)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",98,50,34,5,9,84,14,43,55
"2321",2010-12-26,"[0.417,0.667)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",153,93,33,17,10,126,27,43,110
"2322",2011-01-02,"[0.417,0.667)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",300,135,67,54,44,202,98,111,189
"2323",2011-11-20,"[0.417,0.667)","Sunday",TRUE,FALSE,"East_Falls_Church",5,FALSE,TRUE,"","",819,163,188,248,220,351,468,408,411
