"","Date","cuts","Day","Weekend","Workday","Location","CounterID","Holiday","Likely.abnormal","OPM.Closure","Other.events","Total","PedIN","PedOUT","BikeIN","BikeOUT","PedTOTAL","BikeTOTAL","TotalOUT","TotalIN"
"4268",2011-11-20,"[0.792,1)","Sunday",TRUE,FALSE,"Columbia_Pike",14,FALSE,TRUE,"","",20,0,11,5,4,11,9,15,5
"4269",2011-11-27,"[0.792,1)","Sunday",TRUE,FALSE,"Columbia_Pike",14,FALSE,TRUE,"","",10,3,3,2,2,6,4,5,5
"4270",2011-12-25,"[0.792,1)","Sunday",TRUE,FALSE,"Columbia_Pike",14,FALSE,TRUE,"","",20,0,11,5,4,11,9,15,5
"4271",2012-01-01,"[0.792,1)","Sunday",TRUE,FALSE,"Columbia_Pike",14,FALSE,TRUE,"","",20,0,11,5,4,11,9,15,5
"4272",2012-11-18,"[0.792,1)","Sunday",TRUE,FALSE,"Columbia_Pike",14,FALSE,TRUE,"","",23,6,6,5,6,12,11,12,11
"4273",2012-11-25,"[0.792,1)","Sunday",TRUE,FALSE,"Columbia_Pike",14,FALSE,TRUE,"","",13,2,4,3,4,6,7,8,5
"4274",2012-12-23,"[0.792,1)","Sunday",TRUE,FALSE,"Columbia_Pike",14,FALSE,TRUE,"","",11,3,3,1,4,6,5,7,4
"4275",2012-12-30,"[0.792,1)","Sunday",TRUE,FALSE,"Columbia_Pike",14,FALSE,TRUE,"","",9,4,2,1,2,6,3,4,5
"4276",2011-11-25,"[0,0.292)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",7,2,1,3,1,3,4,2,5
"4277",2011-12-30,"[0,0.292)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",38,10,12,8,8,22,16,20,18
"4278",2012-11-23,"[0,0.292)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",8,0,2,4,2,2,6,4,4
"4279",2012-12-28,"[0,0.292)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",10,2,1,4,3,3,7,4,6
"4280",2011-11-25,"[0.292,0.417)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",97,17,17,35,28,34,63,45,52
"4281",2011-12-30,"[0.292,0.417)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",133,24,35,38,36,59,74,71,62
"4282",2012-11-23,"[0.292,0.417)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",97,16,30,28,23,46,51,53,44
"4283",2012-12-28,"[0.292,0.417)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",80,24,23,15,18,47,33,41,39
"4284",2011-11-25,"[0.417,0.667)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",863,274,260,182,147,534,329,407,456
"4285",2011-12-30,"[0.417,0.667)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",218,46,45,75,52,91,127,97,121
"4286",2012-11-23,"[0.417,0.667)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",675,223,229,113,110,452,223,339,336
"4287",2012-12-28,"[0.417,0.667)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",232,50,57,65,60,107,125,117,115
"4288",2011-11-25,"[0.667,0.792)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",243,69,72,42,60,141,102,132,111
"4289",2011-12-30,"[0.667,0.792)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",137,51,31,28,27,82,55,58,79
"4290",2012-11-23,"[0.667,0.792)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",170,62,30,39,39,92,78,69,101
"4291",2012-12-28,"[0.667,0.792)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",74,12,17,21,24,29,45,41,33
"4292",2011-11-25,"[0.792,1)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",11,4,2,2,3,6,5,5,6
"4293",2011-12-30,"[0.792,1)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",17,6,3,4,4,9,8,7,10
"4294",2012-11-23,"[0.792,1)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",23,4,7,5,7,11,12,14,9
"4295",2012-12-28,"[0.792,1)","Friday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",11,1,2,4,4,3,8,6,5
"4296",2011-11-21,"[0,0.292)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",33,6,16,8,3,22,11,19,14
"4297",2012-11-19,"[0,0.292)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",41,10,14,11,6,24,17,20,21
"4298",2012-12-24,"[0,0.292)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",8,2,0,3,3,2,6,3,5
"4299",2012-12-31,"[0,0.292)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",16,4,3,6,3,7,9,6,10
"4300",2011-11-21,"[0.292,0.417)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",110,20,45,17,28,65,45,73,37
"4301",2012-11-19,"[0.292,0.417)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",118,31,51,18,18,82,36,69,49
"4302",2012-12-24,"[0.292,0.417)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",58,22,19,9,8,41,17,27,31
"4303",2012-12-31,"[0.292,0.417)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",57,18,17,10,12,35,22,29,28
"4304",2011-11-21,"[0.417,0.667)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",211,48,52,54,57,100,111,109,102
"4305",2012-11-19,"[0.417,0.667)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",173,40,37,52,44,77,96,81,92
"4306",2012-12-24,"[0.417,0.667)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",191,49,52,45,45,101,90,97,94
"4307",2012-12-31,"[0.417,0.667)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",271,57,75,69,70,132,139,145,126
"4308",2011-11-21,"[0.667,0.792)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",117,47,23,21,26,70,47,49,68
"4309",2012-11-19,"[0.667,0.792)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",171,54,41,33,43,95,76,84,87
"4310",2012-12-24,"[0.667,0.792)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",12,5,4,1,2,9,3,6,6
"4311",2012-12-31,"[0.667,0.792)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",77,19,20,25,13,39,38,33,44
"4312",2011-11-21,"[0.792,1)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",19,4,3,6,6,7,12,9,10
"4313",2012-11-19,"[0.792,1)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",28,12,3,6,7,15,13,10,18
"4314",2012-12-24,"[0.792,1)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",5,1,1,2,1,2,3,2,3
"4315",2012-12-31,"[0.792,1)","Monday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",8,1,2,1,4,3,5,6,2
"4316",2011-12-29,"[0,0.292)","Thursday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",26,3,13,7,3,16,10,16,10
"4317",2012-12-27,"[0,0.292)","Thursday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",9,4,2,1,2,6,3,4,5
"4318",2011-12-29,"[0.292,0.417)","Thursday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",75,8,33,13,21,41,34,54,21
"4319",2012-12-27,"[0.292,0.417)","Thursday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",34,9,8,5,12,17,17,20,14
"4320",2011-12-29,"[0.417,0.667)","Thursday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",111,21,23,37,30,44,67,53,58
"4321",2012-12-27,"[0.417,0.667)","Thursday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",96,25,33,19,19,58,38,52,44
"4322",2011-12-29,"[0.667,0.792)","Thursday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",104,37,25,20,22,62,42,47,57
"4323",2012-12-27,"[0.667,0.792)","Thursday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",60,12,15,19,14,27,33,29,31
"4324",2011-12-29,"[0.792,1)","Thursday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",20,11,7,1,1,18,2,8,12
"4325",2012-12-27,"[0.792,1)","Thursday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",10,1,1,4,4,2,8,5,5
"4326",2011-11-22,"[0,0.292)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",39,1,6,17,15,7,32,21,18
"4327",2011-12-27,"[0,0.292)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",64,7,24,19,14,31,33,38,26
"4328",2012-11-20,"[0,0.292)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",52,14,22,10,6,36,16,28,24
"4329",2011-11-22,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",65,9,16,18,22,25,40,38,27
"4330",2011-12-27,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",168,41,65,30,32,106,62,97,71
"4331",2012-11-20,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",149,36,54,30,29,90,59,83,66
"4332",2011-11-22,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",60,10,12,18,20,22,38,32,28
"4333",2011-12-27,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",216,49,58,52,57,107,109,115,101
"4334",2012-11-20,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",194,57,45,45,47,102,92,92,102
"4335",2011-11-22,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",38,14,6,13,5,20,18,11,27
"4336",2011-12-27,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",175,56,38,39,42,94,81,80,95
"4337",2012-11-20,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",181,72,49,28,32,121,60,81,100
"4338",2011-11-22,"[0.792,1)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",13,4,2,3,4,6,7,6,7
"4339",2011-12-27,"[0.792,1)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",50,14,8,12,16,22,28,24,26
"4340",2012-11-20,"[0.792,1)","Tuesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",38,16,16,3,3,32,6,19,19
"4341",2011-11-23,"[0,0.292)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",25,5,6,8,6,11,14,12,13
"4342",2011-12-28,"[0,0.292)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",29,3,6,8,12,9,20,18,11
"4343",2012-11-21,"[0,0.292)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",31,8,16,5,2,24,7,18,13
"4344",2012-12-26,"[0,0.292)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",4,3,1,0,0,4,0,1,3
"4345",2011-11-23,"[0.292,0.417)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",95,18,19,29,29,37,58,48,47
"4346",2011-12-28,"[0.292,0.417)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",47,9,16,8,14,25,22,30,17
"4347",2012-11-21,"[0.292,0.417)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",138,37,42,31,28,79,59,70,68
"4348",2012-12-26,"[0.292,0.417)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",10,3,3,1,3,6,4,6,4
"4349",2011-11-23,"[0.417,0.667)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",166,29,38,49,50,67,99,88,78
"4350",2011-12-28,"[0.417,0.667)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",72,9,12,27,24,21,51,36,36
"4351",2012-11-21,"[0.417,0.667)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",396,142,113,69,72,255,141,185,211
"4352",2012-12-26,"[0.417,0.667)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",20,9,8,2,1,17,3,9,11
"4353",2011-11-23,"[0.667,0.792)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",49,17,14,6,12,31,18,26,23
"4354",2011-12-28,"[0.667,0.792)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",57,18,5,17,17,23,34,22,35
"4355",2012-11-21,"[0.667,0.792)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",176,65,46,31,34,111,65,80,96
"4356",2012-12-26,"[0.667,0.792)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",5,3,2,0,0,5,0,2,3
"4357",2011-11-23,"[0.792,1)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",10,7,1,1,1,8,2,2,8
"4358",2011-12-28,"[0.792,1)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",12,3,2,3,4,5,7,6,6
"4359",2012-11-21,"[0.792,1)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",20,6,10,2,2,16,4,12,8
"4360",2012-12-26,"[0.792,1)","Wednesday",FALSE,TRUE,"Columbia_Pike",14,FALSE,TRUE,"","",4,0,1,1,2,1,3,3,1
"4361",2013-11-23,"[0,0.292)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",9,1,5,2,1,6,3,6,3
"4362",2013-11-30,"[0,0.292)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",2,0,0,2,0,0,2,0,2
"4363",2013-12-21,"[0,0.292)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",12,2,6,1,3,8,4,9,3
"4364",2013-12-28,"[0,0.292)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",5,1,2,1,1,3,2,3,2
"4365",2013-11-23,"[0.292,0.417)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",74,36,29,4,5,65,9,34,40
"4366",2013-11-30,"[0.292,0.417)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",45,22,19,3,1,41,4,20,25
"4367",2013-12-21,"[0.292,0.417)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",81,40,34,6,1,74,7,35,46
"4368",2013-12-28,"[0.292,0.417)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",39,19,15,3,2,34,5,17,22
"4369",2013-11-23,"[0.417,0.667)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",146,56,48,22,20,104,42,68,78
"4370",2013-11-30,"[0.417,0.667)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",114,50,41,9,14,91,23,55,59
"4371",2013-12-21,"[0.417,0.667)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",255,87,62,68,38,149,106,100,155
"4372",2013-12-28,"[0.417,0.667)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",160,53,54,26,27,107,53,81,79
"4373",2013-11-23,"[0.667,0.792)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",42,16,13,9,4,29,13,17,25
"4374",2013-11-30,"[0.667,0.792)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",30,9,9,7,5,18,12,14,16
"4375",2013-12-21,"[0.667,0.792)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",55,15,18,13,9,33,22,27,28
"4376",2013-12-28,"[0.667,0.792)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",57,25,19,9,4,44,13,23,34
"4377",2013-11-23,"[0.792,1)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",12,11,1,0,0,12,0,1,11
"4378",2013-11-30,"[0.792,1)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",10,5,1,3,1,6,4,2,8
"4379",2013-12-21,"[0.792,1)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",16,5,8,2,1,13,3,9,7
"4380",2013-12-28,"[0.792,1)","Saturday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",15,4,5,5,1,9,6,6,9
"4381",2013-11-24,"[0,0.292)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",5,0,5,0,0,5,0,5,0
"4382",2013-12-01,"[0,0.292)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",10,3,3,1,3,6,4,6,4
"4383",2013-12-22,"[0,0.292)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",7,1,3,3,0,4,3,3,4
"4384",2013-12-29,"[0,0.292)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",6,2,2,1,1,4,2,3,3
"4385",2013-11-24,"[0.292,0.417)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",38,17,20,1,0,37,1,20,18
"4386",2013-12-01,"[0.292,0.417)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",52,28,22,1,1,50,2,23,29
"4387",2013-12-22,"[0.292,0.417)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",51,26,22,3,0,48,3,22,29
"4388",2013-12-29,"[0.292,0.417)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",15,5,9,1,0,14,1,9,6
"4389",2013-11-24,"[0.417,0.667)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",82,37,31,10,4,68,14,35,47
"4390",2013-12-01,"[0.417,0.667)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",134,44,39,26,25,83,51,64,70
"4391",2013-12-22,"[0.417,0.667)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",86,30,31,13,12,61,25,43,43
"4392",2013-12-29,"[0.417,0.667)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",32,18,12,1,1,30,2,13,19
"4393",2013-11-24,"[0.667,0.792)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",22,9,8,1,4,17,5,12,10
"4394",2013-12-01,"[0.667,0.792)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",55,26,20,6,3,46,9,23,32
"4395",2013-12-22,"[0.667,0.792)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",29,15,9,3,2,24,5,11,18
"4396",2013-12-29,"[0.667,0.792)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",36,17,14,4,1,31,5,15,21
"4397",2013-11-24,"[0.792,1)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",6,2,3,0,1,5,1,4,2
"4398",2013-12-01,"[0.792,1)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",10,3,4,2,1,7,3,5,5
"4399",2013-12-22,"[0.792,1)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",23,12,8,2,1,20,3,9,14
"4400",2013-12-29,"[0.792,1)","Sunday",TRUE,FALSE,"Bluemont",25,FALSE,TRUE,"","",12,3,4,2,3,7,5,7,5
"4401",2013-07-05,"[0,0.292)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4402",2013-11-29,"[0,0.292)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",7,1,5,1,0,6,1,5,2
"4403",2013-12-27,"[0,0.292)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",4,0,2,2,0,2,2,2,2
"4404",2013-07-05,"[0.292,0.417)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4405",2013-11-29,"[0.292,0.417)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",45,26,14,2,3,40,5,17,28
"4406",2013-12-27,"[0.292,0.417)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",53,23,17,13,0,40,13,17,36
"4407",2013-07-05,"[0.417,0.667)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4408",2013-11-29,"[0.417,0.667)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",113,39,46,15,13,85,28,59,54
"4409",2013-12-27,"[0.417,0.667)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",121,26,62,13,20,88,33,82,39
"4410",2013-07-05,"[0.667,0.792)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4411",2013-11-29,"[0.667,0.792)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",39,14,10,11,4,24,15,14,25
"4412",2013-12-27,"[0.667,0.792)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",70,27,27,3,13,54,16,40,30
"4413",2013-07-05,"[0.792,1)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4414",2013-11-29,"[0.792,1)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",12,2,4,3,3,6,6,7,5
"4415",2013-12-27,"[0.792,1)","Friday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",12,4,3,2,3,7,5,6,6
"4416",2013-11-25,"[0,0.292)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",15,5,3,6,1,8,7,4,11
"4417",2013-12-23,"[0,0.292)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",10,2,5,2,1,7,3,6,4
"4418",2013-12-30,"[0,0.292)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",18,8,4,5,1,12,6,5,13
"4419",2013-11-25,"[0.292,0.417)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",65,34,6,24,1,40,25,7,58
"4420",2013-12-23,"[0.292,0.417)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",35,19,7,8,1,26,9,8,27
"4421",2013-12-30,"[0.292,0.417)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",74,37,15,15,7,52,22,22,52
"4422",2013-11-25,"[0.417,0.667)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",64,24,29,2,9,53,11,38,26
"4423",2013-12-23,"[0.417,0.667)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",46,20,15,6,5,35,11,20,26
"4424",2013-12-30,"[0.417,0.667)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",103,40,36,13,14,76,27,50,53
"4425",2013-11-25,"[0.667,0.792)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",78,16,31,12,19,47,31,50,28
"4426",2013-12-23,"[0.667,0.792)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",39,9,17,3,10,26,13,27,12
"4427",2013-12-30,"[0.667,0.792)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",61,16,22,7,16,38,23,38,23
"4428",2013-11-25,"[0.792,1)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",26,4,11,2,9,15,11,20,6
"4429",2013-12-23,"[0.792,1)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",14,5,6,1,2,11,3,8,6
"4430",2013-12-30,"[0.792,1)","Monday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",18,3,5,4,6,8,10,11,7
"4431",2013-12-26,"[0,0.292)","Thursday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",13,3,5,4,1,8,5,6,7
"4432",2013-12-26,"[0.292,0.417)","Thursday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",34,17,8,8,1,25,9,9,25
"4433",2013-12-26,"[0.417,0.667)","Thursday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",91,40,34,8,9,74,17,43,48
"4434",2013-12-26,"[0.667,0.792)","Thursday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",56,16,21,9,10,37,19,31,25
"4435",2013-12-26,"[0.792,1)","Thursday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",14,4,4,2,4,8,6,8,6
"4436",2013-12-24,"[0,0.292)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",9,1,4,4,0,5,4,4,5
"4437",2013-12-31,"[0,0.292)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",8,2,1,3,2,3,5,3,5
"4438",2013-12-24,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",53,25,19,6,3,44,9,22,31
"4439",2013-12-31,"[0.292,0.417)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",57,39,7,10,1,46,11,8,49
"4440",2013-12-24,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",87,31,33,7,16,64,23,49,38
"4441",2013-12-31,"[0.417,0.667)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",139,47,57,17,18,104,35,75,64
"4442",2013-12-24,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",21,8,7,1,5,15,6,12,9
"4443",2013-12-31,"[0.667,0.792)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",62,18,24,10,10,42,20,34,28
"4444",2013-12-24,"[0.792,1)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",4,3,1,0,0,4,0,1,3
"4445",2013-12-31,"[0.792,1)","Tuesday",FALSE,TRUE,"Bluemont",25,FALSE,TRUE,"","",14,4,7,2,1,11,3,8,6
